Name,Date,Rate,Votes,Genre,Duration,Certificate,Nudity,Violence,Profanity,Alcohol,Frightening
Ace Ventura: Pet Detective,1994,6.9,287991,Comedy,86,PG-13,Moderate,Mild,Moderate,Mild,Mild
Der Untergang,2004,8.2,342483,"Biography, Drama, History",156,R,Mild,Severe,Mild,Moderate,Severe
Arachnophobia,1990,6.4,66985,"Comedy, Horror, Thriller",109,PG-13,Mild,Moderate,Mild,Mild,Severe
Gangster Squad,2013,6.7,210541,"Action, Crime, Drama",113,R,Mild,Severe,Severe,Moderate,Moderate
Capone,2020,4.7,18869,"Biography, Crime, Drama",103,R,Mild,Severe,Severe,Moderate,Moderate
Escape from New York,1981,7.2,134668,"Action, Adventure, Sci-Fi",99,R,Mild,Moderate,Moderate,Mild,Moderate
Raging Bull,1980,8.2,336631,"Biography, Drama, Sport",129,R,Mild,Moderate,Severe,Mild,Moderate
Honest Thief,2020,6.0,43570,"Action, Crime, Drama",99,PG-13,None,Moderate,Mild,Mild,Mild
12 Mighty Orphans,2021,6.8,2576,"History, Sport",118,PG-13,Mild,Mild,Mild,Mild,Mild
The Kitchen,2019,5.5,18911,"Action, Crime, Drama",102,R,Mild,Severe,Severe,Mild,Moderate
The Lost World: Jurassic Park,1997,6.6,395341,"Action, Adventure, Sci-Fi",129,PG-13,None,Moderate,Mild,Mild,Severe
The Wedding Singer,1998,6.9,141874,"Comedy, Music, Romance",97,PG-13,Mild,Mild,Moderate,Mild,None
Dawn of the Dead,1978,7.9,116182,"Horror, Thriller",127,R,Mild,Severe,Moderate,Mild,Severe
The Twilight Saga: Eclipse,2010,5.0,236536,"Action, Adventure, Drama",124,PG-13,Mild,Moderate,Mild,Mild,Moderate
Deadly Friend,1986,5.6,7248,"Drama, Horror, Sci-Fi",91,R,None,Severe,Moderate,Mild,Severe
Searching,2018,7.6,152434,"Drama, Mystery, Thriller",102,PG-13,None,Mild,Mild,Mild,Mild
Rushmore,1998,7.7,176496,"Comedy, Drama, Romance",93,R,Mild,Mild,Moderate,Mild,None
The Fugitive,1993,7.8,279990,"Action, Crime, Drama",130,PG-13,Mild,Moderate,Moderate,Mild,Moderate
The Happening,2008,5.0,201651,"Drama, Mystery, Sci-Fi",91,R,None,Moderate,Mild,None,Moderate
The Texas Chainsaw Massacre: The Beginning,2006,5.8,69966,"Horror, Thriller",91,R,Mild,Severe,Severe,Mild,Severe
Gone Baby Gone,2007,7.6,262940,"Crime, Drama, Mystery",114,R,Mild,Severe,Severe,Moderate,Moderate
Chef,2014,7.3,206395,"Adventure, Comedy, Drama",114,R,Mild,None,Moderate,Mild,None
Shadow in the Cloud,2020,4.9,21544,"Action, Horror, War",83,R,None,Moderate,Severe,None,Moderate
Monty Python and the Holy Grail,1975,8.2,518859,"Adventure, Comedy, Fantasy",91,PG,Mild,Moderate,Moderate,None,Mild
A.I. Artificial Intelligence,2001,7.2,298761,"Drama, Sci-Fi",146,PG-13,Mild,Mild,Mild,Mild,Moderate
The Secret Life of Walter Mitty,2013,7.3,304229,"Adventure, Comedy, Drama",114,PG,None,Mild,Mild,Mild,Mild
How to Train Your Dragon,2010,8.1,695722,"Animation, Action, Adventure",98,PG,None,Mild,None,None,Mild
The Hole,2001,6.2,45619,"Drama, Mystery, Thriller",102,R,Moderate,Moderate,Moderate,Moderate,Severe
"I, Tonya",2017,7.5,199050,"Biography, Comedy, Drama",119,R,Moderate,Moderate,Severe,Moderate,Moderate
The League of Extraordinary Gentlemen,2003,5.8,172315,"Action, Adventure, Fantasy",110,PG-13,None,Moderate,Mild,Mild,Moderate
Marley & Me,2008,7.1,152084,"Comedy, Drama, Family",111,PG,Mild,Mild,Moderate,None,Moderate
Weird Science,1985,6.6,84331,"Comedy, Romance, Sci-Fi",94,PG-13,Mild,Mild,Moderate,Mild,Mild
Tron,2010,6.8,323562,"Action, Adventure, Sci-Fi",125,PG,None,Mild,Mild,Mild,Moderate
First Blood,1982,7.7,238730,"Action, Adventure",93,R,Mild,Moderate,Moderate,Mild,Moderate
1922,2017,6.3,58261,"Crime, Drama, Horror",102,R,None,Severe,Mild,Mild,Moderate
Excalibur,1981,7.4,59746,"Action, Adventure, Drama",140,R,Moderate,Moderate,None,None,Mild
Annie,1982,6.6,42452,"Comedy, Drama, Family",126,PG,Mild,Mild,Mild,Mild,Mild
The Bourne Identity,2002,7.9,524928,"Action, Mystery, Thriller",119,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Fractured,2019,6.4,65103,"Mystery, Thriller",99,R,None,Moderate,Moderate,Mild,Moderate
Beverly Hills Cop,1984,7.3,174607,"Action, Comedy, Crime",105,R,Moderate,Moderate,Severe,Mild,Mild
Resident Evil: The Final Chapter,2016,5.5,88801,"Action, Horror, Sci-Fi",107,R,None,Severe,Moderate,None,Moderate
The Belko Experiment,2016,6.1,48055,"Horror, Thriller",89,R,Mild,Severe,Severe,Mild,Severe
Traffic,2000,7.6,202098,"Crime, Drama, Thriller",147,R,Moderate,Moderate,Severe,Severe,Moderate
National Lampoon's Vacation,1983,7.4,102378,"Adventure, Comedy",98,R,Moderate,Mild,Moderate,Moderate,Mild
Hunt for the Wilderpeople,2016,7.9,121089,"Adventure, Comedy, Drama",101,PG-13,Mild,Moderate,Moderate,Mild,Mild
Gone in Sixty Seconds,2000,6.5,268597,"Action, Crime, Thriller",118,PG-13,Moderate,Moderate,Moderate,Mild,Mild
A Ghost Story,2017,6.9,66758,"Drama, Fantasy, Romance",92,R,Mild,Mild,Mild,Mild,Mild
Paranormal Activity,2007,6.3,228771,"Horror, Mystery",86,R,None,Mild,Moderate,Mild,Severe
Jane Eyre,2011,7.3,84734,"Drama, Romance",120,PG-13,None,Mild,Mild,Mild,Moderate
Stowaway,2021,5.6,39648,"Drama, Sci-Fi, Thriller",116,R,None,None,Mild,None,Mild
The Losers,2010,6.3,97873,"Action, Adventure, Crime",97,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Texas Chainsaw 3D,2013,4.8,47795,"Horror, Thriller",92,R,Mild,Severe,Severe,Mild,Severe
Tag,2018,6.5,124702,"Action, Comedy",100,R,Moderate,Mild,Severe,Moderate,None
After Hours,1985,7.7,64857,"Comedy, Crime, Drama",97,R,Moderate,Mild,Mild,Moderate,Mild
Fear,1996,6.2,45246,"Drama, Thriller",97,R,Moderate,Severe,Moderate,Moderate,Severe
Porky's,1981,6.2,40787,Comedy,94,R,Moderate,Mild,Moderate,Mild,None
Blackhat,2015,5.4,56909,"Action, Crime, Thriller",133,R,Mild,Moderate,Mild,Mild,Moderate
October Sky,1999,7.8,87180,"Biography, Drama, Family",108,PG,None,Mild,Mild,None,Mild
Murder Mystery,2019,6.0,113714,"Action, Comedy, Crime",97,PG-13,Mild,Mild,Mild,Mild,Mild
Mamma Mia! Here We Go Again,2018,6.6,87351,"Comedy, Musical, Romance",114,PG-13,Mild,None,None,Mild,None
The Exorcist III,1990,6.5,29623,"Drama, Horror, Mystery",110,R,Mild,Moderate,Mild,Mild,Severe
Halloweentown II: Kalabar's Revenge,2001,6.5,8229,"Adventure, Family, Fantasy",81,PG,None,None,None,None,Mild
Murder on the Orient Express,1974,7.3,58838,"Crime, Drama, Mystery",128,PG,None,Mild,None,Mild,Mild
Romancing the Stone,1984,6.9,88373,"Action, Adventure, Comedy",106,PG,Mild,Moderate,Mild,Mild,Mild
Unbreakable,2000,7.3,401871,"Drama, Mystery, Sci-Fi",106,PG-13,Mild,Moderate,Mild,Mild,Moderate
Boyz n the Hood,1991,7.8,133409,"Crime, Drama",112,R,Moderate,Moderate,Severe,Moderate,Severe
Easy A,2010,7.0,373327,"Comedy, Drama, Romance",92,PG-13,Moderate,Mild,Moderate,Mild,None
Little Miss Sunshine,2006,7.8,455783,"Comedy, Drama",101,R,Mild,None,Moderate,Moderate,Mild
Austin Powers in Goldmember,2002,6.2,202335,"Action, Adventure, Comedy",94,PG-13,Moderate,Moderate,Moderate,Mild,Mild
American Graffiti,1973,7.4,85695,"Comedy, Drama",110,PG,Mild,Mild,Moderate,Mild,Mild
If Beale Street Could Talk,2018,7.1,46133,"Drama, Romance",119,R,Moderate,Mild,Moderate,Mild,Mild
Falling Down,1993,7.6,180611,"Action, Crime, Drama",113,R,Mild,Moderate,Severe,Mild,Severe
Hotel Transylvania 2,2015,6.7,116092,"Animation, Adventure, Comedy",89,PG,None,Mild,None,None,Mild
Public Enemies,2009,7.0,290768,"Biography, Crime, Drama",140,R,Mild,Moderate,Mild,Mild,Moderate
Blades of Glory,2007,6.3,163246,"Comedy, Sport",93,PG-13,Moderate,Mild,Moderate,Mild,None
Pitch Perfect 2,2015,6.4,149127,"Comedy, Music",115,PG-13,Mild,None,Mild,Mild,None
Inherent Vice,2014,6.7,99335,"Comedy, Crime, Drama",148,R,Moderate,Mild,Severe,Severe,Moderate
The Replacements,2000,6.6,61174,"Comedy, Sport",118,PG-13,Mild,Mild,Moderate,Mild,Mild
Defiance,2008,7.2,143033,"Action, Drama, History",137,R,Mild,Moderate,Moderate,Mild,Severe
Erin Brockovich,2000,7.4,186799,"Biography, Drama",131,R,Mild,Mild,Moderate,Mild,Mild
Shark Tale,2004,6.0,174445,"Animation, Adventure, Comedy",90,PG,Mild,Mild,Mild,Mild,Mild
The Final Destination,2009,5.2,101193,"Action, Horror, Thriller",82,R,Moderate,Severe,Severe,Moderate,Severe
RoboCop,1987,7.6,244145,"Action, Crime, Sci-Fi",102,R,Mild,Severe,Severe,Moderate,Severe
The Change-Up,2011,6.3,174747,"Comedy, Fantasy",112,R,Severe,Mild,Severe,Moderate,None
The Rainmaker,1997,7.2,69736,"Crime, Drama, Thriller",135,PG-13,Mild,Mild,Mild,Mild,Mild
The Karate Kid,2010,6.2,171499,"Action, Drama, Family",140,PG,None,Moderate,Mild,None,Mild
Contact,1997,7.5,264273,"Drama, Mystery, Sci-Fi",150,PG,Mild,Mild,Mild,Mild,Mild
Venom,2005,4.6,9923,Horror,87,R,Mild,Severe,Severe,Mild,Severe
The Cowboys,1972,7.4,13849,"Adventure, Drama, Western",134,,Mild,Moderate,Moderate,Mild,Moderate
This Is 40,2012,6.2,133744,"Comedy, Romance",134,R,Moderate,Mild,Severe,Mild,None
Jason Bourne,2016,6.6,216427,"Action, Thriller",123,PG-13,None,Moderate,Moderate,None,Moderate
Hotaru no haka,1988,8.5,253961,"Animation, Drama, War",89,R,None,Moderate,Mild,Mild,Severe
Who Framed Roger Rabbit,1988,7.7,191275,"Animation, Adventure, Comedy",104,PG,Mild,Mild,Mild,Moderate,Moderate
Demolition,2015,7.0,94811,"Comedy, Drama",101,R,Mild,Mild,Moderate,Mild,Mild
The Warriors,1979,7.6,98134,"Action, Crime, Thriller",92,R,Mild,Moderate,Moderate,Mild,Moderate
Robin Hood,2010,6.6,260414,"Action, Adventure, Drama",140,PG-13,Mild,Moderate,Mild,Mild,Moderate
Conan the Barbarian,2011,5.2,97378,"Action, Adventure, Fantasy",113,R,Moderate,Severe,Mild,Mild,Moderate
Along Came a Spider,2001,6.4,81482,"Drama, Thriller",104,R,Mild,Severe,Moderate,Mild,Moderate
Thelma & Louise,1991,7.5,144992,"Adventure, Crime, Drama",130,R,Moderate,Moderate,Moderate,Mild,Moderate
The Boondock Saints,1999,7.7,233172,"Action, Crime, Thriller",108,R,Moderate,Severe,Severe,Moderate,Moderate
Sausage Party,2016,6.1,184434,"Animation, Adventure, Comedy",89,R,Severe,Moderate,Severe,Moderate,Moderate
Transformers: Age of Extinction,2014,5.6,305225,"Action, Adventure, Sci-Fi",165,PG-13,Mild,Moderate,Moderate,Moderate,Moderate
9 Songs,2004,4.8,22129,"Drama, Music, Romance",71,R,Severe,None,Mild,Moderate,None
Clash of the Titans,2010,5.8,276368,"Action, Adventure, Fantasy",106,PG-13,Mild,Moderate,Mild,None,Moderate
Dracula Untold,2014,6.3,186984,"Action, Drama, Fantasy",92,PG-13,Mild,Moderate,None,None,Moderate
The Mask of Zorro,1998,6.8,175923,"Action, Adventure, Comedy",136,PG-13,Mild,Moderate,Mild,Mild,Moderate
Miami Vice,2006,6.0,113818,"Action, Crime, Drama",132,R,Moderate,Severe,Moderate,Moderate,Moderate
The Elephant Man,1980,8.1,231156,"Biography, Drama",124,PG,None,Mild,Mild,Mild,Severe
Law Abiding Citizen,2009,7.4,283020,"Action, Crime, Drama",109,R,Mild,Severe,Severe,Mild,Severe
Slither,2006,6.5,78945,"Comedy, Horror, Sci-Fi",95,R,Mild,Severe,Severe,Mild,Severe
Dirty Work,1998,6.4,26350,Comedy,82,PG-13,Moderate,Mild,Mild,Mild,None
Forgetting Sarah Marshall,2008,7.1,274065,"Comedy, Drama, Romance",111,R,Severe,Mild,Moderate,Mild,None
Sleepless in Seattle,1993,6.8,167456,"Comedy, Drama, Romance",105,PG,Mild,None,Mild,Mild,None
Palmer,2021,7.3,29480,Drama,110,R,Moderate,Mild,Moderate,Moderate,Mild
Gi-eok-ui bam,2017,7.5,26651,"Mystery, Thriller",108,R,None,Moderate,Mild,Mild,Moderate
Anatomie,2000,6.0,12481,"Horror, Thriller",103,R,Moderate,Severe,Moderate,Mild,Severe
The Little Rascals,1994,6.3,46692,"Comedy, Family, Romance",82,PG,None,Mild,None,None,Mild
Beautiful Creatures,2013,6.2,85965,"Drama, Fantasy, Romance",124,PG-13,Mild,Mild,Mild,None,Mild
Beethoven,1992,5.7,69374,"Comedy, Drama, Family",87,PG,None,Mild,Mild,Mild,Mild
Onward,2020,7.4,126955,"Animation, Adventure, Comedy",102,PG,None,Mild,None,None,Mild
The Expendables 3,2014,6.1,175832,"Action, Adventure, Thriller",126,PG-13,None,Moderate,Moderate,Mild,Moderate
Mad Max 2,1981,7.6,173077,"Action, Adventure, Sci-Fi",96,R,Moderate,Moderate,Mild,None,Moderate
Rebecca,2020,6.0,37363,"Drama, Mystery, Romance",123,PG-13,Mild,None,None,Mild,Mild
Beauty and the Beast,1991,8.0,429091,"Animation, Family, Fantasy",84,G,None,Mild,None,Mild,Mild
Bridge of Spies,2015,7.6,299591,"Drama, History, Thriller",142,PG-13,None,Moderate,Moderate,Mild,Mild
Sex and the City,2008,5.6,118801,"Comedy, Drama, Romance",145,R,Severe,None,Moderate,Mild,None
Prospect,2018,6.3,25460,"Adventure, Drama, Sci-Fi",100,R,None,Moderate,Mild,Mild,Moderate
Atomic Blonde,2017,6.7,185030,"Action, Thriller",115,R,Moderate,Severe,Moderate,Moderate,Moderate
The Goldfinch,2019,6.4,20109,Drama,149,R,None,Mild,Moderate,Severe,Mild
Crawl,2019,6.1,78056,"Action, Horror, Thriller",87,R,None,Severe,Moderate,None,Severe
Leaving Las Vegas,1995,7.5,119359,"Drama, Romance",111,R,Moderate,Moderate,Severe,Severe,Severe
Perfume: The Story of a Murderer,2006,7.5,241534,"Crime, Drama, Fantasy",147,R,Severe,Severe,None,Mild,Moderate
Coyote Ugly,2000,5.7,110965,"Comedy, Drama, Music",100,PG-13,Mild,Mild,Mild,Mild,Mild
Den of Thieves,2018,7.0,101546,"Action, Crime, Drama",140,R,Mild,Moderate,Severe,Moderate,Moderate
The Good Liar,2019,6.7,34278,"Crime, Drama, Mystery",109,R,Mild,Moderate,Moderate,Mild,Moderate
Habitación en Roma,2010,6.1,23222,"Drama, Romance",107,R,Severe,Mild,Mild,Mild,None
Legion,2010,5.3,102632,"Action, Fantasy, Horror",100,R,None,Severe,Severe,Mild,Severe
Haunt,2019,6.3,24822,"Horror, Thriller",92,R,None,Severe,Moderate,Mild,Severe
Die Hard 2,1990,7.1,348068,"Action, Thriller",124,R,Mild,Severe,Severe,Mild,Moderate
War for the Planet of the Apes,2017,7.4,240090,"Action, Adventure, Drama",140,PG-13,None,Moderate,Mild,Mild,Moderate
Annabelle Comes Home,2019,5.9,67797,"Horror, Mystery, Thriller",106,R,None,Moderate,Mild,None,Severe
Sixteen Candles,1984,7.0,110378,"Comedy, Romance",93,PG,Moderate,None,Moderate,Moderate,None
I Still Know What You Did Last Summer,1998,4.7,71460,"Horror, Mystery",100,R,Mild,Severe,Severe,Moderate,Severe
Spy,2015,7.0,237657,"Action, Comedy",120,R,Moderate,Severe,Severe,Mild,Mild
Enter the Void,2009,7.3,75471,"Drama, Fantasy",161,R,Severe,Moderate,Severe,Severe,Severe
Cursed,2005,5.0,31779,"Comedy, Horror",97,PG-13,Mild,Moderate,Moderate,Moderate,Moderate
Black Snake Moan,2006,6.9,62539,"Drama, Music",116,R,Moderate,Moderate,Severe,Moderate,Moderate
Steve Jobs,2015,7.2,162609,"Biography, Drama",122,R,None,None,Moderate,Mild,Mild
The Waterboy,1998,6.1,155357,"Comedy, Sport",90,PG-13,Mild,Mild,Moderate,Mild,None
Män som hatar kvinnor,2009,7.8,212757,"Crime, Drama, Mystery",152,R,Severe,Severe,Severe,Mild,Severe
Movie 43,2013,4.3,102613,Comedy,94,R,Severe,Moderate,Severe,Moderate,Mild
Focus,2015,6.6,231723,"Comedy, Crime, Drama",105,R,Moderate,Moderate,Severe,Mild,Mild
In the Mouth of Madness,1994,7.2,65455,"Drama, Fantasy, Horror",95,R,Mild,Moderate,Mild,Mild,Severe
The Island,2005,6.8,308320,"Action, Sci-Fi, Thriller",136,PG-13,Mild,Moderate,Moderate,Mild,Mild
Fantasy Island,2020,4.9,43668,"Action, Adventure, Fantasy",109,PG-13,Mild,Moderate,Mild,Mild,Mild
V/H/S/2,2013,6.0,38000,"Horror, Thriller",96,R,Severe,Severe,Severe,Mild,Severe
Enemy of the State,1998,7.3,235028,"Action, Thriller",132,R,Mild,Moderate,Severe,Mild,Moderate
Dirty Harry,1971,7.7,149671,"Action, Crime, Thriller",102,R,Moderate,Moderate,Moderate,Mild,Moderate
Monster,2003,7.3,144058,"Biography, Crime, Drama",109,R,Moderate,Severe,Severe,Severe,Severe
Rambo: Last Blood,2019,6.1,90239,"Action, Thriller",89,R,Mild,Severe,Severe,Moderate,Severe
Dronningen,2019,7.1,9820,Drama,127,R,Severe,Mild,Mild,Mild,Moderate
Miss Sloane,2016,7.5,69902,Drama,132,R,Mild,Mild,Mild,Mild,None
Kung Fu Panda,2008,7.6,439672,"Animation, Action, Adventure",92,PG,None,Mild,None,None,Mild
Enchanted,2007,7.0,188165,"Animation, Adventure, Comedy",107,PG,Mild,Mild,None,None,Mild
Seance,2021,5.3,1822,"Horror, Mystery",92,R,Mild,Severe,Mild,Mild,Mild
James and the Giant Peach,1996,6.7,63548,"Animation, Adventure, Family",79,PG,None,Mild,Mild,Mild,Moderate
Walk the Line,2005,7.8,242054,"Biography, Drama, Music",136,PG-13,Mild,Mild,Mild,Moderate,Mild
The Hunger,1983,6.7,24511,"Drama, Horror",97,R,Moderate,Moderate,Mild,Mild,Mild
Lion,2016,8.0,225250,"Biography, Drama",118,PG-13,Mild,Mild,None,Mild,Moderate
The Theory of Everything,2014,7.7,424977,"Biography, Drama, Romance",123,PG-13,Mild,Mild,Mild,Mild,Mild
Alien³,1992,6.5,288133,"Action, Horror, Sci-Fi",114,R,Mild,Severe,Severe,Mild,Severe
The Firm,1993,6.8,127431,"Drama, Mystery, Thriller",154,R,Mild,Moderate,Moderate,Mild,Moderate
Good Joe Bell,2020,5.5,3005,"Biography, Drama",94,R,Mild,Mild,Moderate,Mild,Mild
Evolution,2001,6.1,125278,"Comedy, Sci-Fi",101,PG-13,Mild,Moderate,Mild,Mild,Mild
Kynodontas,2009,7.2,89623,"Drama, Thriller",97,R,Severe,Severe,Moderate,Mild,Severe
Dark City,1998,7.6,194042,"Fantasy, Mystery, Sci-Fi",100,R,Mild,Moderate,None,Mild,Moderate
The Founder,2016,7.2,138333,"Biography, Drama",115,PG-13,None,None,Mild,Mild,None
French Exit,2020,5.9,4828,"Comedy, Drama",113,R,None,Mild,Moderate,Mild,Mild
Get Rich or Die Tryin',2005,5.4,45675,"Biography, Crime, Drama",117,R,Severe,Severe,Severe,Moderate,Severe
Terrifier,2016,5.7,16223,"Horror, Thriller",82,R,Severe,Severe,Moderate,Mild,Severe
Mulan,1998,7.6,269543,"Animation, Adventure, Comedy",88,G,Mild,Mild,None,None,Mild
The Adventures of Sharkboy and Lavagirl 3-D,2005,3.7,35606,"Action, Adventure, Comedy",93,PG,Mild,Mild,None,None,Moderate
Angels & Demons,2009,6.7,283109,"Action, Mystery, Thriller",138,PG-13,None,Severe,Mild,Mild,Severe
Sinsegye,2013,7.6,22052,"Action, Crime, Drama",135,R,Mild,Severe,Severe,Moderate,Severe
Bloodsport,1988,6.8,80929,"Action, Biography, Drama",92,R,Mild,Moderate,Moderate,Mild,Mild
Incredibles 2,2018,7.6,270157,"Animation, Action, Adventure",118,PG,None,Mild,Mild,Mild,Mild
Transcendence,2014,6.2,222701,"Action, Drama, Sci-Fi",119,PG-13,None,Moderate,Mild,Mild,Moderate
Only Lovers Left Alive,2013,7.3,96334,"Comedy, Drama, Fantasy",123,R,Mild,Moderate,Moderate,Mild,Mild
The Dirt,2019,7.0,44144,"Biography, Comedy, Drama",107,R,Severe,Moderate,Severe,Severe,Mild
Beowulf,2007,6.2,165102,"Animation, Action, Adventure",115,PG-13,Moderate,Severe,Mild,Moderate,Moderate
Prince of Persia: The Sands of Time,2010,6.6,280018,"Action, Adventure, Fantasy",116,PG-13,None,Moderate,None,Mild,Moderate
The A-Team,2010,6.7,252498,"Action, Adventure, Thriller",117,PG-13,Mild,Moderate,Moderate,Mild,Mild
The Girl Next Door,2007,6.6,25093,"Crime, Drama, Thriller",91,R,Severe,Severe,Severe,Moderate,Severe
The Drop,2014,7.1,147972,"Crime, Drama, Thriller",106,R,None,Severe,Severe,Moderate,Moderate
Apostle,2018,6.3,48289,"Drama, Fantasy, Horror",130,R,Mild,Severe,Mild,Mild,Severe
Jarhead,2005,7.0,182059,"Action, Biography, Drama",125,R,Severe,Moderate,Severe,Mild,Moderate
The Aviator,2004,7.5,346648,"Biography, Drama",170,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Beoning,2018,7.5,57148,"Drama, Mystery",148,R,Moderate,Moderate,Mild,Moderate,Moderate
Freaks,2018,6.7,31111,"Drama, Mystery, Sci-Fi",105,R,None,Moderate,Moderate,None,Moderate
The Sum of All Fears,2002,6.4,111088,"Action, Drama, Thriller",124,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Teenage Mutant Ninja Turtles,2014,5.8,205372,"Action, Adventure, Comedy",101,PG-13,None,Mild,Mild,None,Mild
No Strings Attached,2011,6.2,221546,"Comedy, Romance",108,R,Moderate,Mild,Moderate,Mild,None
The Lego Movie,2014,7.7,335819,"Animation, Adventure, Comedy",100,PG,None,Mild,None,None,Mild
Pieces of a Woman,2020,7.1,44045,Drama,126,R,Moderate,Mild,Moderate,Mild,Moderate
What Happened to Monday,2017,6.9,114939,"Action, Crime, Fantasy",123,R,Moderate,Severe,Moderate,Mild,Moderate
My Best Friend's Wedding,1997,6.3,136049,"Comedy, Drama, Romance",105,PG-13,Mild,None,Mild,Mild,None
Together,2021,6.5,2363,"Comedy, Drama",92,R,None,None,Moderate,Mild,Mild
Spy Kids 3: Game Over,2003,4.3,57778,"Action, Adventure, Comedy",84,PG,None,Mild,None,None,Mild
The War with Grandpa,2020,5.6,17826,"Comedy, Drama, Family",94,PG,None,Mild,Mild,None,Mild
The Outlaw Josey Wales,1976,7.8,70081,Western,135,PG,Moderate,Moderate,Mild,Mild,Moderate
The Last House on the Left,1972,6.0,35860,"Crime, Horror, Thriller",84,R,Severe,Severe,Moderate,Moderate,Severe
#Saraitda,2020,6.3,32672,"Action, Drama, Horror",98,R,None,Moderate,Mild,Mild,Moderate
The Little Mermaid,1989,7.6,247810,"Animation, Family, Fantasy",83,G,Mild,Mild,None,None,Mild
Wild,2014,7.1,125118,"Adventure, Biography, Drama",115,R,Moderate,Moderate,Moderate,Moderate,Moderate
Brightburn,2019,6.1,89664,"Drama, Horror, Mystery",90,R,Mild,Severe,Moderate,Mild,Severe
Lone Survivor,2013,7.5,276237,"Action, Biography, Drama",121,R,None,Severe,Severe,Mild,Severe
The English Patient,1996,7.4,184473,"Drama, Romance, War",162,R,Moderate,Moderate,Mild,Mild,Moderate
Life of Pi,2012,7.9,601452,"Adventure, Drama, Fantasy",127,PG,None,Moderate,None,None,Moderate
Pride and Prejudice and Zombies,2016,5.8,54196,"Action, Comedy, Fantasy",108,PG-13,Mild,Moderate,None,Mild,Moderate
300: Rise of an Empire,2014,6.2,289295,"Action, Drama",102,R,Severe,Severe,Moderate,Mild,Severe
The Frighteners,1996,7.1,85227,"Comedy, Fantasy, Horror",110,R,Mild,Moderate,Mild,Mild,Moderate
A Bug's Life,1998,7.2,278276,"Animation, Adventure, Comedy",95,G,None,Mild,None,Mild,Mild
Real Steel,2011,7.0,311475,"Action, Drama, Sci-Fi",127,PG-13,Mild,Mild,Mild,None,Mild
The Edge of Seventeen,2016,7.3,114024,"Comedy, Drama",104,R,Moderate,Mild,Moderate,Mild,Mild
Maze Runner: The Death Cure,2018,6.3,125509,"Action, Adventure, Sci-Fi",143,PG-13,None,Moderate,Mild,None,Moderate
The NeverEnding Story,1984,7.4,137375,"Adventure, Drama, Family",102,PG,None,Mild,None,None,Moderate
Papillon,1973,8.0,126610,"Biography, Crime, Drama",151,R,Mild,Severe,Mild,Mild,Moderate
Conan the Barbarian,1982,6.9,142956,"Action, Adventure, Fantasy",129,R,Moderate,Severe,None,Mild,Moderate
Zoolander,2001,6.5,254547,Comedy,90,PG-13,Moderate,Mild,Moderate,Mild,None
Hellbound: Hellraiser II,1988,6.5,45618,"Horror, Thriller",97,R,Moderate,Severe,Moderate,Mild,Severe
"O Brother, Where Art Thou?",2000,7.7,298862,"Adventure, Comedy, Crime",107,PG-13,Mild,Mild,Mild,Mild,Mild
A Most Violent Year,2014,7.0,69475,"Action, Crime, Drama",125,R,None,Moderate,Moderate,Mild,Moderate
Allied,2016,7.1,149346,"Action, Drama, Romance",124,R,Moderate,Moderate,Moderate,Moderate,Moderate
Jupiter Ascending,2015,5.3,183886,"Action, Adventure, Sci-Fi",127,PG-13,Mild,Moderate,Mild,Mild,Mild
The Kissing Booth,2018,6.0,76700,"Comedy, Romance",105,PG-13,Moderate,Mild,Moderate,Mild,None
Caddyshack,1980,7.3,111413,"Comedy, Sport",98,R,Moderate,None,Mild,Moderate,None
Spaceballs,1987,7.1,180602,"Adventure, Comedy, Sci-Fi",96,PG,Mild,Mild,Moderate,Mild,Mild
Separation,2021,4.6,1552,Horror,107,R,None,Mild,Mild,Mild,Moderate
Butch Cassidy and the Sundance Kid,1969,8.0,209425,"Biography, Crime, Drama",110,PG,Mild,Moderate,Mild,Mild,Mild
Blade: Trinity,2004,5.8,171030,"Action, Horror, Sci-Fi",113,R,Mild,Severe,Severe,None,Severe
The Ugly Truth,2009,6.4,211124,"Comedy, Romance",96,R,Moderate,None,Moderate,Mild,None
Cars 3,2017,6.7,85944,"Animation, Adventure, Comedy",102,G,None,Mild,None,None,Mild
Rampage,2018,6.1,155330,"Action, Adventure, Sci-Fi",107,PG-13,None,Moderate,Moderate,None,Moderate
The Birdcage,1996,7.1,84923,Comedy,117,R,Mild,None,Moderate,Mild,None
The Twilight Saga: New Moon,2009,4.7,274635,"Adventure, Drama, Fantasy",130,PG-13,Mild,Moderate,Mild,Mild,Moderate
The November Man,2014,6.3,66110,"Action, Thriller",108,R,Moderate,Severe,Severe,Mild,Moderate
Saw II,2005,6.6,242643,"Horror, Mystery",93,R,None,Severe,Severe,Mild,Severe
The Princess Diaries,2001,6.4,135728,"Comedy, Family, Romance",115,G,None,None,None,None,None
The Golden Compass,2007,6.1,183513,"Adventure, Family, Fantasy",113,PG-13,None,Moderate,None,Mild,Moderate
Back to the Future Part III,1990,7.4,422978,"Adventure, Comedy, Sci-Fi",118,PG,None,Mild,Mild,Mild,Mild
